order_id,order_datetime,customer_id,product_id,store_id,campaign_id,sales_channel_en,sales_channel_ar,payment_method_en,payment_method_ar,quantity,unit_price_egp,discount_pct,gross_sales_egp,discount_egp,net_sales_egp,cost_egp,order_status,currency
ORD2025000000275,2025-01-25 22:36:21,C0015975,P011,S025,CMP007,Instagram,إنستجرام,Cash on Delivery,الدفع عند الاستلام,2,219.0,0.05,438.0,21.9,416.1,252.0,Completed,EGP
ORD2025000000276,2025-07-05 12:00:26,C0022713,P010,S007,CMP007,TikTok,تيك توك,Debit Card,بطاقة خصم,1,195.0,0.0,195.0,0.0,195.0,108.0,Completed,جنيه
ORD2025000000277,2025-10-22 00:17:05,C0009711,P019,S014,CMP007,Marketplace,ماركت بليس,Meeza,ميزة,2,99.0,0.05,198.0,9.9,188.1,104.0,Completed,EGP
ORD2025000000278,2025-12-28 22:43:42,C0024876,P004,S035,CMP002,Website,الموقع الإلكتروني,Credit Card,بطاقة ائتمان,4,129.0,0.1,516.0,51.6,464.4,280.0,Completed,جنيه
ORD2025000000279,2025-10-15 03:34:54,C0019229,P016,S004,CMP004,TikTok,تيك توك,Credit Card,بطاقة ائتمان,1,479.0,0.0,479.0,0.0,479.0,265.0,Completed,EGP
ORD2025000000280,2025-08-21 10:53:53,C0017984,P020,S023,CMP006,Retail Store,فرع,Cash on Delivery,الدفع عند الاستلام,3,699.0,0.0,2097.0,0.0,2097.0,1185.0,Completed,جنيه
ORD2025000000281,2025-03-31 04:58:46,C0003134,P016,S025,CMP007,Jumia,جوميا,Meeza,ميزة,1,479.0,0.2,479.0,95.8,383.2,265.0,Completed,EGP
ORD2025000000282,2025-05-22 14:29:52,C0020357,P012,S019,CMP006,TikTok,تيك توك,InstaPay,إنستاباي,1,239.0,0.05,239.0,11.95,227.05,138.0,Completed,جنيه
ORD2025000000283,2025-05-04 05:11:49,C0023291,P003,S031,CMP003,Amazon Egypt,أمازون مصر,Cash on Delivery,الدفع عند الاستلام,3,145.0,0.0,435.0,0.0,435.0,246.0,Completed,EGP 
ORD2025000000284,2025-05-09 05:43:39,C0014897,P010,S021,CMP004,Pharmacy,صيدلية,Credit Card,بطاقة ائتمان,5,195.0,0.15,975.0,146.25,828.75,540.0,Completed,جنيه
ORD2025000000285,2025-01-07 04:47:43,C0012143,P011,S031,CMP002,TikTok,تيك توك,Debit Card,بطاقة خصم,2,219.0,0.15,438.0,65.7,372.3,252.0,Completed,جنيه
ORD2025000000286,2025-12-16 12:13:47,C0004674,P019,S007,CMP006,Instagram,إنستجرام,Credit Card,بطاقة ائتمان,5,99.0,0.1,495.0,49.5,445.5,260.0,Completed,EGP
ORD2025000000287,2025-01-26 08:15:31,C0024570,P009,S023,CMP006,Noon,نون,InstaPay,إنستاباي,2,165.0,0.1,330.0,33.0,297.0,184.0,Completed,EGP
ORD2025000000288,2025-04-24 20:29:14,C0006508,P007,S026,CMP001,Noon,نون,Cash on Delivery,الدفع عند الاستلام,1,215.0,0.15,215.0,32.25,182.75,120.0,Completed,EGP
ORD2025000000289,2025-02-17 02:27:20,C0006921,P017,S001,CMP001,TikTok,تيك توك,Debit Card,بطاقة خصم,1,159.0,0.05,159.0,7.95,151.05,88.0,Completed,EGP
ORD2025000000290,2025-05-18 01:27:31,C0012092,P012,S035,CMP007,Pharmacy,صيدلية,Credit Card,بطاقة ائتمان,4,239.0,0.15,956.0,143.4,812.6,552.0,completed,جنيه
ORD2025000000291,2025-01-31 13:03:22,C0013899,P016,S012,CMP001,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,1,479.0,0.05,479.0,23.95,455.05,265.0,Completed,EGP
ORD2025000000292,2025-10-20 15:07:31,C0006733,P007,S001,CMP003,Amazon Egypt,أمازون مصر,Vodafone Cash,فودافون كاش,2,215.0,0.15,430.0,64.5,365.5,240.0,Completed,EGP
ORD2025000000293,2025-07-15 23:39:48,C0004395,P001,S032,CMP005,Facebook,فيسبوك,Meeza,ميزة,1,249.0,0.2,249.0,49.8,199.2,150.0,Completed,جنيه
ORD2025000000294,2025-04-05 17:21:53,C0021484,P016,S009,CMP006,Pharmacy,صيدلية,Cash on Delivery,الدفع عند الاستلام,2,479.0,0.05,958.0,47.9,910.1,530.0,Completed,EGP
ORD2025000000295,2025-07-31 19:37:08,C0012880,P018,S016,CMP001,Website,الموقع الإلكتروني,Vodafone Cash,فودافون كاش,5,149.0,0.1,745.0,74.5,670.5,400.0,Completed,جنيه
ORD2025000000296,2025-08-19 03:07:37,C0006775,P020,S019,CMP005,TikTok,تيك توك,Credit Card,بطاقة ائتمان,3,699.0,0.0,2097.0,0.0,2097.0,1185.0,Cancelled,EGP
ORD2025000000297,2025-05-18 01:28:24,C0000495,P008,S033,CMP003,Jumia,جوميا,Credit Card,بطاقة ائتمان,6,179.0,0.15,1074.0,161.1,912.9,588.0,Completed,جنيه
ORD2025000000298,2025-07-16 19:43:35,C0019733,P018,S002,CMP004,Pharmacy,صيدلية,Credit Card,بطاقة ائتمان,2,149.0,0.05,298.0,14.9,283.1,160.0,Completed,جنيه
ORD2025000000299,2025-11-28 19:42:55,C0012255,P005,S004,CMP005,Noon,نون,Vodafone Cash,فودافون كاش,1,299.0,0.15,299.0,44.85,254.15,175.0,completed,جنيه مصري
ORD2025000000300,2025-03-16 23:40:40,C0009818,P011,S035,CMP001,TikTok,تيك توك,InstaPay,إنستاباي,4,219.0,0.2,876.0,175.2,700.8,504.0,Completed,EGP
ORD2025000000301,2025-10-02 20:42:06,C0011740,P015,S028,CMP004,Amazon Egypt,أمازون مصر,Vodafone Cash,فودافون كاش,1,549.0,0.05,549.0,27.45,521.55,305.0,Completed,EGP
ORD2025000000302,2025-06-27 03:10:59,C0021928,P017,S033,CMP005,Marketplace,ماركت بليس,Credit Card,بطاقة ائتمان,4,159.0,0.05,636.0,31.8,604.2,352.0,Completed,EGP
ORD2025000000303,2025-12-20 01:25:50,C0001381,P005,S032,CMP003,Noon,نون,Meeza,ميزة,1,299.0,0.0,299.0,0.0,299.0,175.0,Completed,EGP
ORD2025000000304,2025-02-28 16:35:15,C0019172,P016,S004,CMP006,Amazon Egypt,أمازون مصر,Cash on Delivery,الدفع عند الاستلام,1,479.0,0.15,479.0,71.85,407.15,265.0,Completed,EGP
ORD2025000000305,2025-11-23 19:41:50,C0002000,P001,S009,CMP005,Marketplace,ماركت بليس,Vodafone Cash,فودافون كاش,1,249.0,0.05,249.0,12.45,236.55,150.0,Completed,جنيه
ORD2025000000306,2025-05-05 18:34:51,C0006510,P017,S006,CMP004,Amazon Egypt,أمازون مصر,Cash on Delivery,الدفع عند الاستلام,1,159.0,0.2,159.0,31.8,127.2,88.0,Returned,EGP
ORD2025000000307,2025-08-07 21:26:17,C0023743,P010,S018,CMP007,TikTok,تيك توك,InstaPay,إنستاباي,3,195.0,0.15,585.0,87.75,497.25,324.0,Pending,EGP
ORD2025000000308,2025-06-07 11:49:41,C0008682,P006,S019,CMP005,Instagram,إنستجرام,Debit Card,بطاقة خصم,1,325.0,0.0,325.0,0.0,325.0,190.0,Pending,جنيه
ORD2025000000309,2025-10-25 04:09:16,C0010963,P003,S027,CMP002,Marketplace,ماركت بليس,InstaPay,إنستاباي,2,145.0,0.0,290.0,0.0,290.0,164.0,Completed,EGP
ORD2025000000310,2025-06-20 15:02:45,C0015082,P018,S006,CMP001,Marketplace,ماركت بليس,Vodafone Cash,فودافون كاش,3,149.0,0.1,447.0,44.7,402.3,240.0,Completed,EGP
ORD2025000000311,2025-08-30 04:48:33,C0019473,P001,S003,CMP003,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,1,249.0,0.05,249.0,12.45,236.55,150.0,Completed,EGP
ORD2025000000312,2025-07-08 11:51:08,C0017117,P017,S035,CMP004,Instagram,إنستجرام,InstaPay,إنستاباي,1,159.0,0.15,159.0,23.85,135.15,88.0,Completed,EGP
ORD2025000000313,2025-07-03 10:55:45,C0009177,P010,S002,CMP001,Pharmacy,صيدلية,Debit Card,بطاقة خصم,2,195.0,0.2,390.0,78.0,312.0,216.0,Returned,جنيه
ORD2025000000314,2025-09-26 05:16:56,C0024760,P013,S007,CMP004,Jumia,جوميا,Credit Card,بطاقة ائتمان,3,199.0,0.0,597.0,0.0,597.0,336.0,Completed,جنيه
ORD2025000000315,2025-12-14 12:13:40,C0014883,P002,S027,CMP005,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,3,189.0,0.0,567.0,0.0,567.0,315.0,Completed,EGP
ORD2025000000316,2025-09-06 02:44:03,C0001081,P007,S014,CMP006,Retail Store,فرع,Debit Card,بطاقة خصم,3,215.0,0.2,645.0,129.0,516.0,360.0,Completed,EGP
ORD2025000000317,2025-06-03 16:25:17,C0005086,P018,S014,CMP002,Jumia,جوميا,Debit Card,بطاقة خصم,2,149.0,0.1,298.0,29.8,268.2,160.0,Cancelled,جنيه
ORD2025000000318,2025-10-14 21:37:08,C0021728,P018,S027,CMP002,Retail Store,فرع,Cash on Delivery,الدفع عند الاستلام,4,149.0,0.0,596.0,0.0,596.0,320.0,Completed,جنيه
ORD2025000000319,2025-07-23 08:33:07,C0013389,P002,S024,CMP006,Jumia,جوميا,Meeza,ميزة,1,189.0,0.2,189.0,37.8,151.2,105.0,Completed,EGP
ORD2025000000320,2025-07-21 07:14:49,C0022927,P018,S024,CMP002,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,3,149.0,0.05,447.0,22.35,424.65,240.0,Completed,جنيه مصري
ORD2025000000321,2025-11-16 18:33:12,C0006768,P005,S028,CMP001,Instagram,إنستجرام,Cash on Delivery,الدفع عند الاستلام,2,299.0,0.05,598.0,29.9,568.1,350.0,Completed,EGP
ORD2025000000322,2025-06-07 12:57:38,C0013190,P018,S033,CMP001,TikTok,تيك توك,InstaPay,إنستاباي,4,149.0,0.2,596.0,119.2,476.8,320.0,Completed,EGP
ORD2025000000323,2025-06-09 20:02:37,C0021781,P001,S011,CMP003,Amazon Egypt,أمازون مصر,Cash on Delivery,الدفع عند الاستلام,1,249.0,0.0,249.0,0.0,249.0,150.0,Completed,جنيه
ORD2025000000324,2025-09-28 11:15:43,C0020465,P015,S034,CMP001,Jumia,جوميا,Cash on Delivery,الدفع عند الاستلام,2,549.0,0.15,1098.0,164.7,933.3,610.0,Returned,EGP
ORD2025000000325,2025-11-11 16:24:12,C0003276,P004,S021,CMP007,Instagram,إنستجرام,Meeza,ميزة,3,129.0,0.1,387.0,38.7,348.3,210.0,Cancelled,EGP
ORD2025000000326,2025-07-19 09:41:45,C0011105,P015,S003,CMP004,TikTok,تيك توك,Debit Card,بطاقة خصم,4,549.0,0.15,2196.0,329.4,1866.6,1220.0,Completed,جنيه
ORD2025000000327,2025-12-08 20:15:23,C0005867,P020,S027,CMP006,TikTok,تيك توك,InstaPay,إنستاباي,1,699.0,0.1,699.0,69.9,629.1,395.0,Completed,EGP
ORD2025000000328,2025-11-18 21:32:32,C0005368,P018,S027,CMP006,Instagram,إنستجرام,Debit Card,بطاقة خصم,2,149.0,0.1,298.0,29.8,268.2,160.0,Completed,EGP
ORD2025000000329,2025-11-25 05:02:49,C0022623,P018,S010,CMP004,Pharmacy,صيدلية,Cash on Delivery,الدفع عند الاستلام,1,149.0,0.2,149.0,29.8,119.2,80.0,Completed,EGP
ORD2025000000330,2025-01-21 09:36:13,C0006602,P019,S020,CMP006,Jumia,جوميا,Credit Card,بطاقة ائتمان,3,99.0,0.1,297.0,29.7,267.3,156.0,Completed,EGP
ORD2025000000331,2025-04-21 17:09:29,C0015006,P006,S028,CMP007,TikTok,تيك توك,Vodafone Cash,فودافون كاش,1,325.0,0.0,325.0,0.0,325.0,190.0,Completed,EGP
ORD2025000000332,2025-08-02 19:04:14,C0015511,P002,S013,CMP006,Instagram,إنستجرام,Cash on Delivery,الدفع عند الاستلام,5,189.0,0.2,945.0,189.0,756.0,525.0,Completed,EGP
ORD2025000000333,2025-04-03 02:42:21,C0009842,P004,S028,CMP005,Amazon Egypt,أمازون مصر,InstaPay,إنستاباي,2,129.0,0.05,258.0,12.9,245.1,140.0,Completed,EGP
ORD2025000000334,2025-03-30 15:35:08,C0023133,P014,S017,CMP004,Jumia,جوميا,Credit Card,بطاقة ائتمان,1,229.0,0.15,229.0,34.35,194.65,125.0,Returned,EGP
ORD2025000000335,2025-04-12 17:19:52,C0007450,P015,S019,CMP006,Marketplace,ماركت بليس,InstaPay,إنستاباي,1,549.0,0.0,549.0,0.0,549.0,305.0,Completed,EGP
ORD2025000000336,2025-02-26 17:37:59,C0009876,P018,S010,CMP002,Pharmacy,صيدلية,Credit Card,بطاقة ائتمان,5,149.0,0.05,745.0,37.25,707.75,400.0,Completed,جنيه
ORD2025000000337,2025-10-07 16:36:24,C0023997,P011,S009,CMP005,Marketplace,ماركت بليس,Meeza,ميزة,2,219.0,0.15,438.0,65.7,372.3,252.0,Completed,EGP
ORD2025000000338,2025-06-07 16:06:16,C0021143,P012,S011,CMP004,Amazon Egypt,أمازون مصر,Meeza,ميزة,2,239.0,0.0,478.0,0.0,478.0,276.0,Completed,جنيه مصري
ORD2025000000339,2025-03-07 05:44:58,C0002190,P001,S026,CMP002,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,2,249.0,0.0,498.0,0.0,498.0,300.0,Completed,EGP
ORD2025000000340,2025-07-24 20:38:59,C0018377,P003,S026,CMP003,Facebook,فيسبوك,Debit Card,بطاقة خصم,4,145.0,0.1,580.0,58.0,522.0,328.0,Completed,جنيه
ORD2025000000341,2025-02-18 11:27:25,C0024423,P007,S003,CMP007,Website,الموقع الإلكتروني,Vodafone Cash,فودافون كاش,1,215.0,0.1,215.0,21.5,193.5,120.0,Completed,EGP
ORD2025000000342,2025-10-14 11:44:47,C0016401,P012,S029,CMP005,Amazon Egypt,أمازون مصر,Vodafone Cash,فودافون كاش,3,239.0,0.0,717.0,0.0,717.0,414.0,Completed,جنيه
ORD2025000000343,2025-03-21 09:31:10,C0019105,P013,S007,CMP004,Jumia,جوميا,Vodafone Cash,فودافون كاش,1,199.0,0.2,199.0,39.8,159.2,112.0,Completed,EGP
ORD2025000000344,2025-02-01 18:52:59,C0005200,P004,S029,CMP005,Jumia,جوميا,Debit Card,بطاقة خصم,2,129.0,0.0,258.0,0.0,258.0,140.0,Completed,EGP 
ORD2025000000345,2025-04-30 21:58:34,C0000554,P019,S028,CMP002,Noon,نون,Cash on Delivery,الدفع عند الاستلام,3,99.0,0.1,297.0,29.7,267.3,156.0,Completed,EGP
ORD2025000000346,2025-03-31 17:59:18,C0023546,P005,S029,CMP007,Amazon Egypt,أمازون مصر,Meeza,ميزة,1,299.0,0.0,299.0,0.0,299.0,175.0,Cancelled,EGP
ORD2025000000347,2025-12-26 10:50:51,C0018402,P009,S015,CMP007,Pharmacy,صيدلية,Debit Card,بطاقة خصم,1,165.0,0.0,165.0,0.0,165.0,92.0,Completed,EGP
ORD2025000000348,2025-09-01 03:35:59,C0002857,P017,S007,CMP003,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,3,159.0,0.0,477.0,0.0,477.0,264.0,Completed,جنيه
ORD2025000000349,2025-11-19 12:13:15,C0002513,P008,S023,CMP006,Jumia,جوميا,Cash on Delivery,الدفع عند الاستلام,4,179.0,0.0,716.0,0.0,716.0,392.0,Completed,EGP
ORD2025000000350,2025-05-19 14:19:47,C0013263,P020,S028,CMP007,Retail Store,فرع,InstaPay,إنستاباي,1,699.0,0.05,699.0,34.95,664.05,395.0,Completed,EGP
ORD2025000000351,2025-12-18 18:14:08,C0019865,P007,S021,CMP003,Instagram,إنستجرام,Cash on Delivery,الدفع عند الاستلام,1,215.0,0.1,215.0,21.5,193.5,120.0,Completed,EGP
ORD2025000000352,2025-02-13 03:40:35,C0022365,P019,S005,CMP006,Website,الموقع الإلكتروني,Cash on Delivery,الدفع عند الاستلام,1,99.0,0.1,99.0,9.9,89.1,52.0,Completed,جنيه
ORD2025000000353,2025-05-09 12:44:09,C0018257,P008,S003,CMP004,Amazon Egypt,أمازون مصر,Cash on Delivery,الدفع عند الاستلام,2,179.0,0.1,358.0,35.8,322.2,196.0,Completed,EGP
ORD2025000000354,2025-09-18 10:29:26,C0022646,P013,S014,CMP002,Jumia,جوميا,Vodafone Cash,فودافون كاش,2,199.0,0.0,398.0,0.0,398.0,224.0,Completed,EGP
ORD2025000000355,2025-04-21 22:28:15,C0018557,P002,S017,CMP007,Jumia,جوميا,Meeza,ميزة,4,189.0,0.0,756.0,0.0,756.0,420.0,Cancelled,EGP
ORD2025000000356,2025-02-04 00:47:09,C0002776,P005,S018,CMP004,Noon,نون,Cash on Delivery,الدفع عند الاستلام,1,299.0,0.2,299.0,59.8,239.2,175.0,Completed,جنيه مصري
ORD2025000000357,2025-06-18 21:29:34,C0011634,P019,S019,CMP002,Pharmacy,صيدلية,Meeza,ميزة,2,99.0,0.0,198.0,0.0,198.0,104.0,Completed,جنيه
ORD2025000000358,2025-11-18 07:18:38,C0024890,P012,S004,CMP006,Jumia,جوميا,Vodafone Cash,فودافون كاش,2,239.0,0.0,478.0,0.0,478.0,276.0,Completed,EGP
ORD2025000000359,2025-10-22 19:41:09,C0015812,P019,S028,CMP003,Instagram,إنستجرام,Vodafone Cash,فودافون كاش,1,99.0,0.0,99.0,0.0,99.0,52.0,Completed,EGP
ORD2025000000360,2025-11-05 12:30:23,C0004774,P018,S023,CMP007,Instagram,إنستجرام,Credit Card,بطاقة ائتمان,1,149.0,0.05,149.0,7.45,141.55,80.0,Completed,EGP
ORD2025000000361,2025-07-20 01:49:49,C0020980,P008,S012,CMP003,Website,الموقع الإلكتروني,Cash on Delivery,الدفع عند الاستلام,1,179.0,0.1,179.0,17.9,161.1,98.0,Completed,جنيه مصري
ORD2025000000362,2025-11-08 06:31:43,C0004811,P002,S035,CMP005,Website,الموقع الإلكتروني,Vodafone Cash,فودافون كاش,5,189.0,0.1,945.0,94.5,850.5,525.0,Completed,جنيه
ORD2025000000363,2025-01-13 19:58:38,C0015319,P005,S027,CMP006,Website,الموقع الإلكتروني,Meeza,ميزة,3,299.0,0.2,897.0,179.4,717.6,525.0,Completed,EGP
ORD2025000000364,2025-04-19 17:03:24,C0011329,P018,S021,CMP007,Website,الموقع الإلكتروني,Debit Card,بطاقة خصم,1,149.0,0.05,149.0,7.45,141.55,80.0,Completed,جنيه
ORD2025000000365,2025-03-19 08:20:07,C0003544,P003,S027,CMP006,Facebook,فيسبوك,Meeza,ميزة,1,145.0,0.05,145.0,7.25,137.75,82.0,Completed,جنيه
ORD2025000000366,2025-04-19 06:56:17,C0002404,P016,S002,CMP006,Noon,نون,Credit Card,بطاقة ائتمان,5,479.0,0.0,2395.0,0.0,2395.0,1325.0,Completed,EGP
ORD2025000000367,2025-12-17 07:51:47,C0001710,P009,S034,CMP005,Amazon Egypt,أمازون مصر,Meeza,ميزة,1,165.0,0.15,165.0,24.75,140.25,92.0,Completed,EGP
ORD2025000000368,2025-10-03 07:56:14,C0019024,P012,S027,CMP004,Noon,نون,Meeza,ميزة,2,239.0,0.15,478.0,71.7,406.3,276.0,Completed,EGP
ORD2025000000369,2025-07-20 09:10:33,C0024242,P013,S010,CMP006,Amazon Egypt,أمازون مصر,InstaPay,إنستاباي,5,199.0,0.1,995.0,99.5,895.5,560.0,Completed,EGP
ORD2025000000370,2025-11-30 16:56:04,C0008926,P011,S001,CMP007,Retail Store,فرع,Credit Card,بطاقة ائتمان,3,219.0,0.05,657.0,32.85,624.15,378.0,Completed,EGP
ORD2025000000371,2025-05-25 20:01:45,C0009388,P008,S034,CMP004,Website,الموقع الإلكتروني,Credit Card,بطاقة ائتمان,1,179.0,0.0,179.0,0.0,179.0,98.0,Pending,جنيه
ORD2025000000372,2025-06-08 04:11:07,C0006830,P013,S034,CMP007,Marketplace,ماركت بليس,Meeza,ميزة,2,199.0,0.2,398.0,79.6,318.4,224.0,Completed,EGP
ORD2025000000373,2025-08-25 13:58:30,C0002692,P019,S021,CMP001,Pharmacy,صيدلية,Cash on Delivery,الدفع عند الاستلام,1,99.0,0.0,99.0,0.0,99.0,52.0,Completed,EGP
ORD2025000000374,2025-11-20 17:53:18,C0018940,P012,S010,CMP003,Noon,نون,Debit Card,بطاقة خصم,1,239.0,0.0,239.0,0.0,239.0,138.0,Completed,جنيه
ORD2025000000375,2025-05-14 00:14:42,C0009738,P004,S029,CMP001,Amazon Egypt,أمازون مصر,Credit Card,بطاقة ائتمان,1,129.0,0.05,129.0,6.45,122.55,70.0,Completed,EGP
ORD2025000000376,2025-06-17 13:54:10,C0021782,P010,S030,CMP003,Website,الموقع الإلكتروني,Vodafone Cash,فودافون كاش,3,195.0,0.0,585.0,0.0,585.0,324.0,Completed,جنيه
ORD2025000000377,2025-04-08 11:57:00,C0009630,P015,S032,CMP002,TikTok,تيك توك,Credit Card,بطاقة ائتمان,3,549.0,0.05,1647.0,82.35,1564.65,915.0,Completed,EGP
ORD2025000000378,2025-12-16 04:45:14,C0023682,P010,S013,CMP007,Pharmacy,صيدلية,InstaPay,إنستاباي,1,195.0,0.1,195.0,19.5,175.5,108.0,Completed,EGP
ORD2025000000379,2025-10-24 01:06:24,C0009027,P019,S018,CMP002,Marketplace,ماركت بليس,Meeza,ميزة,2,99.0,0.0,198.0,0.0,198.0,104.0,Completed,EGP
ORD2025000000380,2025-03-31 11:31:27,C0022814,P016,S034,CMP006,Jumia,جوميا,Debit Card,بطاقة خصم,1,479.0,0.05,479.0,23.95,455.05,265.0,Completed,EGP
ORD2025000000381,2025-10-21 09:43:57,C0001212,P015,S002,CMP006,Jumia,جوميا,Cash on Delivery,الدفع عند الاستلام,1,549.0,0.15,549.0,82.35,466.65,305.0,Completed,EGP
ORD2025000000382,2025-01-06 09:40:01,C0011743,P009,S012,CMP002,Amazon Egypt,أمازون مصر,Vodafone Cash,فودافون كاش,3,165.0,0.0,495.0,0.0,495.0,276.0,Completed,EGP
ORD2025000000383,2025-12-07 20:27:11,C0016405,P015,S015,CMP004,Instagram,إنستجرام,Credit Card,بطاقة ائتمان,1,549.0,0.15,549.0,82.35,466.65,305.0,Completed,EGP
ORD2025000000384,2025-08-20 23:41:30,C0007109,P001,S020,CMP007,Facebook,فيسبوك,Debit Card,بطاقة خصم,4,249.0,0.15,996.0,149.4,846.6,600.0,Completed,جنيه
ORD2025000000385,2025-12-25 05:12:33,C0018352,P020,S032,CMP002,TikTok,تيك توك,InstaPay,إنستاباي,2,699.0,0.15,1398.0,209.7,1188.3,790.0,Completed,جنيه
ORD2025000000386,2025-06-02 06:00:51,C0005368,P018,S001,CMP006,Noon,نون,Meeza,ميزة,1,149.0,0.05,149.0,7.45,141.55,80.0,Completed,جنيه
ORD2025000000387,2025-01-21 10:36:48,C0011712,P016,S020,CMP001,Instagram,إنستجرام,InstaPay,إنستاباي,4,479.0,0.0,1916.0,0.0,1916.0,1060.0,Completed,جنيه
ORD2025000000388,2025-12-26 20:31:05,C0021091,P015,S028,CMP001,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,2,549.0,0.05,1098.0,54.9,1043.1,610.0,Completed,EGP
ORD2025000000389,2025-10-10 09:21:53,C0021002,P009,S006,CMP006,Marketplace,ماركت بليس,Debit Card,بطاقة خصم,1,165.0,0.05,165.0,8.25,156.75,92.0,Completed,EGP
ORD2025000000390,2025-11-28 18:35:40,C0015646,P002,S027,CMP007,Marketplace,ماركت بليس,Debit Card,بطاقة خصم,1,189.0,0.0,189.0,0.0,189.0,105.0,Completed,جنيه
ORD2025000000391,2025-07-03 17:59:08,C0022604,P010,S002,CMP006,Facebook,فيسبوك,Debit Card,بطاقة خصم,4,195.0,0.0,780.0,0.0,780.0,432.0,Completed,EGP
ORD2025000000392,2025-08-02 12:17:03,C0016105,P002,S009,CMP005,Instagram,إنستجرام,Credit Card,بطاقة ائتمان,3,189.0,0.2,567.0,113.4,453.6,315.0,Completed,EGP
ORD2025000000393,2025-09-06 19:51:33,C0023426,P004,S018,CMP004,Retail Store,فرع,Credit Card,بطاقة ائتمان,4,129.0,0.2,516.0,103.2,412.8,280.0,Completed,EGP
ORD2025000000394,2025-04-06 00:53:38,C0011676,P001,S026,CMP005,Facebook,فيسبوك,Vodafone Cash,فودافون كاش,1,249.0,0.0,249.0,0.0,249.0,150.0,Completed,EGP
ORD2025000000395,2025-09-17 23:40:46,C0001599,P002,S004,CMP004,Facebook,فيسبوك,Vodafone Cash,فودافون كاش,5,189.0,0.0,945.0,0.0,945.0,525.0,Pending,جنيه
ORD2025000000396,2025-03-28 14:34:51,C0001834,P016,S020,CMP003,Website,الموقع الإلكتروني,Meeza,ميزة,4,479.0,0.0,1916.0,0.0,1916.0,1060.0,Completed,جنيه
ORD2025000000397,2025-01-05 02:19:06,C0001540,P007,S021,CMP007,Jumia,جوميا,Vodafone Cash,فودافون كاش,1,215.0,0.15,215.0,32.25,182.75,120.0,Completed,جنيه
ORD2025000000398,2025-04-02 23:52:26,C0005252,P006,S031,CMP001,Noon,نون,Vodafone Cash,فودافون كاش,1,325.0,0.2,325.0,65.0,260.0,190.0,Completed,EGP
ORD2025000000399,2025-02-21 09:06:54,C0022064,P008,S005,CMP007,Pharmacy,صيدلية,InstaPay,إنستاباي,1,179.0,0.15,179.0,26.85,152.15,98.0,Completed,EGP
ORD2025000000400,2025-12-09 19:43:02,C0020581,P002,S003,CMP003,Pharmacy,صيدلية,Credit Card,بطاقة ائتمان,1,189.0,0.15,189.0,28.35,160.65,105.0,Pending,EGP
ORD2025000000401,2025-06-16 19:39:53,C0023244,P006,S026,CMP006,Website,الموقع الإلكتروني,InstaPay,إنستاباي,3,325.0,0.0,975.0,0.0,975.0,570.0,Completed,EGP
ORD2025000000402,2025-01-26 21:15:48,C0006125,P004,S035,CMP005,Noon,نون,Meeza,ميزة,2,129.0,0.15,258.0,38.7,219.3,140.0,Completed,EGP
ORD2025000000403,2025-05-10 23:53:27,C0000541,P011,S019,CMP005,Marketplace,ماركت بليس,Vodafone Cash,فودافون كاش,2,219.0,0.1,438.0,43.8,394.2,252.0,Cancelled,EGP
ORD2025000000404,2025-03-07 18:06:33,C0000414,P007,S012,CMP006,Instagram,إنستجرام,Meeza,ميزة,2,215.0,0.05,430.0,21.5,408.5,240.0,Completed,EGP
ORD2025000000405,2025-05-22 15:46:36,C0024131,P013,S030,CMP002,Facebook,فيسبوك,Debit Card,بطاقة خصم,4,199.0,0.2,796.0,159.2,636.8,448.0,Pending,EGP 
ORD2025000000406,2025-02-10 16:16:39,C0005626,P009,S023,CMP002,Marketplace,ماركت بليس,InstaPay,إنستاباي,4,165.0,0.05,660.0,33.0,627.0,368.0,Completed,EGP
ORD2025000000407,2025-02-15 21:49:14,C0023203,P005,S005,CMP003,Website,الموقع الإلكتروني,Debit Card,بطاقة خصم,4,299.0,0.0,1196.0,0.0,1196.0,700.0,Completed,جنيه
ORD2025000000408,2025-06-30 20:17:33,C0012556,P012,S003,CMP005,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,2,239.0,0.0,478.0,0.0,478.0,276.0,Pending,EGP
ORD2025000000409,2025-12-14 16:46:08,C0015739,P015,S012,CMP001,Amazon Egypt,أمازون مصر,Meeza,ميزة,1,549.0,0.2,549.0,109.8,439.2,305.0,Completed,EGP
ORD2025000000410,2025-10-22 14:49:23,C0021705,P018,S010,CMP007,Marketplace,ماركت بليس,Credit Card,بطاقة ائتمان,1,149.0,0.15,149.0,22.35,126.65,80.0,Completed,EGP
ORD2025000000411,2025-08-09 01:57:08,C0024689,P003,S013,CMP007,Pharmacy,صيدلية,Cash on Delivery,الدفع عند الاستلام,4,145.0,0.2,580.0,116.0,464.0,328.0,Completed,EGP
