month,store_id,product_id,opening_stock,received_qty,sold_qty,damaged_qty,closing_stock
2025-06-01,S016,P010,172,81,154,0,99
2025-06-01,S016,P011,193,177,332,2,36
2025-06-01,S016,P012,213,83,69,0,227
2025-06-01,S016,P013,229,31,246,0,14
2025-06-01,S016,P014,239,55,284,0,10
2025-06-01,S016,P015,249,124,25,1,347
2025-06-01,S016,P016,93,79,130,0,42
2025-06-01,S016,P017,245,84,6,2,321
2025-06-01,S016,P018,61,52,85,1,27
2025-06-01,S016,P019,44,168,95,0,117
2025-06-01,S016,P020,83,60,93,0,50
2025-06-01,S017,P001,174,120,226,0,68
2025-06-01,S017,P002,103,127,213,1,16
2025-06-01,S017,P003,187,77,62,3,199
2025-06-01,S017,P004,80,80,157,3,0
2025-06-01,S017,P005,37,138,158,3,14
2025-06-01,S017,P006,184,26,210,0,0
2025-06-01,S017,P007,189,0,55,1,133
2025-06-01,S017,P008,72,167,116,1,122
2025-06-01,S017,P009,238,160,153,0,245
2025-06-01,S017,P010,141,89,212,0,18
2025-06-01,S017,P011,238,127,173,2,190
2025-06-01,S017,P012,54,35,61,0,28
2025-06-01,S017,P013,214,1,134,0,81
2025-06-01,S017,P014,114,126,96,0,144
2025-06-01,S017,P015,187,100,26,2,259
2025-06-01,S017,P016,79,159,103,0,135
2025-06-01,S017,P017,243,145,103,3,282
2025-06-01,S017,P018,196,36,199,0,33
2025-06-01,S017,P019,26,123,35,0,114
2025-06-01,S017,P020,236,152,315,1,72
2025-06-01,S018,P001,221,152,94,0,279
2025-06-01,S018,P002,28,21,34,0,15
2025-06-01,S018,P003,76,133,36,2,171
2025-06-01,S018,P004,111,78,92,0,97
2025-06-01,S018,P005,210,73,77,0,206
2025-06-01,S018,P006,234,169,152,3,248
2025-06-01,S018,P007,147,19,98,1,67
2025-06-01,S018,P008,189,162,195,2,154
2025-06-01,S018,P009,236,20,44,1,211
2025-06-01,S018,P010,194,124,317,0,1
2025-06-01,S018,P011,37,124,105,0,56
2025-06-01,S018,P012,106,89,186,0,9
2025-06-01,S018,P013,37,36,5,1,67
2025-06-01,S018,P014,225,12,36,0,201
2025-06-01,S018,P015,220,124,181,3,160
2025-06-01,S018,P016,100,29,60,3,66
2025-06-01,S018,P017,47,170,147,0,70
2025-06-01,S018,P018,170,179,311,1,37
2025-06-01,S018,P019,105,39,135,0,9
2025-06-01,S018,P020,79,2,54,1,26
2025-06-01,S019,P001,35,34,55,1,13
2025-06-01,S019,P002,32,135,141,1,25
2025-06-01,S019,P003,29,72,99,3,0
2025-06-01,S019,P004,128,17,50,3,92
2025-06-01,S019,P005,39,15,19,0,35
2025-06-01,S019,P006,54,3,49,2,6
2025-06-01,S019,P007,171,62,45,1,187
2025-06-01,S019,P008,67,45,88,0,24
2025-06-01,S019,P009,34,123,58,2,97
2025-06-01,S019,P010,139,169,179,0,129
2025-06-01,S019,P011,249,76,231,0,94
2025-06-01,S019,P012,151,98,100,3,146
2025-06-01,S019,P013,118,117,99,0,136
2025-06-01,S019,P014,214,140,27,0,327
2025-06-01,S019,P015,104,130,68,1,165
2025-06-01,S019,P016,24,136,69,0,91
2025-06-01,S019,P017,198,39,190,2,45
2025-06-01,S019,P018,91,157,188,0,60
2025-06-01,S019,P019,44,71,108,0,7
2025-06-01,S019,P020,234,44,28,0,250
2025-06-01,S020,P001,158,93,110,3,138
2025-06-01,S020,P002,106,108,11,3,200
2025-06-01,S020,P003,187,90,153,3,121
2025-06-01,S020,P004,153,100,150,0,103
2025-06-01,S020,P005,38,9,36,0,11
2025-06-01,S020,P006,31,171,5,0,197
2025-06-01,S020,P007,50,31,11,2,68
2025-06-01,S020,P008,42,36,78,1,0
2025-06-01,S020,P009,192,83,163,0,112
2025-06-01,S020,P010,93,131,206,3,15
2025-06-01,S020,P011,189,62,50,3,198
2025-06-01,S020,P012,113,144,17,0,240
2025-06-01,S020,P013,93,113,56,1,149
2025-06-01,S020,P014,149,163,297,2,13
2025-06-01,S020,P015,78,60,53,2,83
2025-06-01,S020,P016,92,93,74,0,111
2025-06-01,S020,P017,194,43,5,0,232
2025-06-01,S020,P018,48,136,143,0,41
2025-06-01,S020,P019,147,141,246,0,42
2025-06-01,S020,P020,74,54,82,3,43
2025-06-01,S021,P001,157,88,212,0,33
2025-06-01,S021,P002,52,15,50,2,15
2025-06-01,S021,P003,110,123,16,2,215
2025-06-01,S021,P004,116,64,17,0,163
2025-06-01,S021,P005,152,98,136,2,112
2025-06-01,S021,P006,35,152,74,0,113
2025-06-01,S021,P007,142,20,66,1,95
2025-06-01,S021,P008,160,167,67,1,259
2025-06-01,S021,P009,79,154,215,0,18
2025-06-01,S021,P010,174,169,110,0,233
2025-06-01,S021,P011,232,103,326,1,8
2025-06-01,S021,P012,126,173,22,2,275
2025-06-01,S021,P013,179,112,208,0,83
2025-06-01,S021,P014,155,160,308,1,6
2025-06-01,S021,P015,194,150,189,0,155
2025-06-01,S021,P016,123,116,64,1,174
2025-06-01,S021,P017,134,53,166,0,21
2025-06-01,S021,P018,236,109,96,3,246
2025-06-01,S021,P019,80,110,65,1,124
2025-06-01,S021,P020,140,111,117,2,132
2025-06-01,S022,P001,248,172,128,0,292
2025-06-01,S022,P002,99,77,144,0,32
2025-06-01,S022,P003,47,118,23,3,139
2025-06-01,S022,P004,45,43,51,3,34
2025-06-01,S022,P005,239,45,117,2,165
2025-06-01,S022,P006,244,68,124,0,188
2025-06-01,S022,P007,71,128,120,0,79
2025-06-01,S022,P008,21,110,115,0,16
2025-06-01,S022,P009,25,115,140,3,0
2025-06-01,S022,P010,112,13,113,0,12
2025-06-01,S022,P011,221,140,122,0,239
2025-06-01,S022,P012,234,48,96,0,186
2025-06-01,S022,P013,69,150,140,2,77
2025-06-01,S022,P014,161,69,163,3,64
2025-06-01,S022,P015,80,137,74,0,143
2025-06-01,S022,P016,188,131,98,0,221
2025-06-01,S022,P017,164,177,303,1,37
2025-06-01,S022,P018,28,96,93,2,29
2025-06-01,S022,P019,31,71,77,0,25
2025-06-01,S022,P020,162,103,63,1,201
2025-06-01,S023,P001,76,1,41,2,34
2025-06-01,S023,P002,151,159,15,0,295
2025-06-01,S023,P003,27,137,67,1,96
2025-06-01,S023,P004,54,154,183,1,24
2025-06-01,S023,P005,102,168,207,0,63
2025-06-01,S023,P006,188,25,23,0,190
2025-06-01,S023,P007,211,121,209,0,123
2025-06-01,S023,P008,200,38,19,0,219
2025-06-01,S023,P009,171,78,183,2,64
2025-06-01,S023,P010,119,71,190,0,0
2025-06-01,S023,P011,120,88,90,0,118
2025-06-01,S023,P012,156,162,285,0,33
2025-06-01,S023,P013,230,176,21,0,385
2025-06-01,S023,P014,62,45,95,1,11
2025-06-01,S023,P015,51,167,0,0,218
2025-06-01,S023,P016,116,132,156,2,90
2025-06-01,S023,P017,117,173,93,0,197
2025-06-01,S023,P018,78,111,63,1,125
2025-06-01,S023,P019,40,57,91,0,6
2025-06-01,S023,P020,225,47,141,0,131
2025-06-01,S024,P001,108,75,176,0,7
2025-06-01,S024,P002,96,180,22,1,253
2025-06-01,S024,P003,238,79,108,2,207
2025-06-01,S024,P004,87,171,183,0,75
2025-06-01,S024,P005,137,28,44,1,120
2025-06-01,S024,P006,121,29,26,2,122
2025-06-01,S024,P007,235,152,111,2,274
2025-06-01,S024,P008,140,152,247,2,43
2025-06-01,S024,P009,210,103,310,2,1
2025-06-01,S024,P010,48,58,43,3,60
2025-06-01,S024,P011,180,41,218,0,3
2025-06-01,S024,P012,42,81,96,3,24
2025-06-01,S024,P013,210,68,132,0,146
2025-06-01,S024,P014,200,45,22,1,222
2025-06-01,S024,P015,82,120,116,0,86
2025-06-01,S024,P016,135,110,222,-1,23
2025-06-01,S024,P017,30,37,36,2,29
2025-06-01,S024,P018,181,30,97,2,112
2025-06-01,S024,P019,215,122,147,1,189
2025-06-01,S024,P020,231,10,177,-1,64
2025-06-01,S025,P001,65,32,45,2,50
2025-06-01,S025,P002,147,109,83,1,172
2025-06-01,S025,P003,236,64,36,3,261
2025-06-01,S025,P004,226,26,133,2,117
2025-06-01,S025,P005,57,51,8,0,100
2025-06-01,S025,P006,41,171,172,2,38
2025-06-01,S025,P007,178,110,230,0,58
2025-06-01,S025,P008,227,52,174,3,102
2025-06-01,S025,P009,183,41,156,2,66
2025-06-01,S025,P010,238,143,174,0,207
2025-06-01,S025,P011,52,95,27,0,120
2025-06-01,S025,P012,56,82,109,3,26
2025-06-01,S025,P013,42,171,25,3,185
2025-06-01,S025,P014,244,166,400,0,10
2025-06-01,S025,P015,140,85,25,0,200
2025-06-01,S025,P016,198,26,91,0,133
2025-06-01,S025,P017,243,69,213,0,99
2025-06-01,S025,P018,80,11,51,0,40
2025-06-01,S025,P019,243,13,123,0,133
2025-06-01,S025,P020,168,18,26,0,160
2025-06-01,S026,P001,72,111,14,3,166
2025-06-01,S026,P002,213,163,339,0,37
2025-06-01,S026,P003,116,93,91,0,118
2025-06-01,S026,P004,218,138,225,0,131
2025-06-01,S026,P005,145,86,138,0,93
2025-06-01,S026,P006,170,118,73,0,215
2025-06-01,S026,P007,119,161,58,0,222
2025-06-01,S026,P008,106,101,137,0,70
2025-06-01,S026,P009,114,14,89,3,36
2025-06-01,S026,P010,53,40,53,2,38
2025-06-01,S026,P011,73,12,23,0,62
2025-06-01,S026,P012,134,74,76,3,129
2025-06-01,S026,P013,181,176,289,1,67
2025-06-01,S026,P014,201,86,14,0,273
2025-06-01,S026,P015,129,57,124,3,59
2025-06-01,S026,P016,77,81,24,1,133
2025-06-01,S026,P017,59,133,95,0,97
2025-06-01,S026,P018,114,72,53,1,132
2025-06-01,S026,P019,133,153,209,0,77
2025-06-01,S026,P020,184,8,74,0,118
2025-06-01,S027,P001,118,169,64,3,220
2025-06-01,S027,P002,74,136,32,3,175
2025-06-01,S027,P003,230,128,233,3,122
2025-06-01,S027,P004,208,83,103,0,188
2025-06-01,S027,P005,139,147,226,3,57
2025-06-01,S027,P006,55,92,110,0,37
2025-06-01,S027,P007,24,125,44,0,105
2025-06-01,S027,P008,97,32,13,1,115
2025-06-01,S027,P009,151,156,266,0,41
2025-06-01,S027,P010,202,14,183,3,30
2025-06-01,S027,P011,36,76,21,2,89
2025-06-01,S027,P012,244,118,16,1,345
2025-06-01,S027,P013,208,73,153,2,126
2025-06-01,S027,P014,85,110,62,3,130
2025-06-01,S027,P015,185,6,122,1,68
2025-06-01,S027,P016,132,53,177,0,8
2025-06-01,S027,P017,219,165,229,1,154
2025-06-01,S027,P018,153,153,302,0,4
2025-06-01,S027,P019,23,145,29,0,139
2025-06-01,S027,P020,23,133,34,1,121
2025-06-01,S028,P001,169,40,187,0,22
2025-06-01,S028,P002,180,10,42,3,145
2025-06-01,S028,P003,139,123,236,3,23
2025-06-01,S028,P004,174,36,203,0,7
2025-06-01,S028,P005,237,172,97,2,310
2025-06-01,S028,P006,180,129,104,2,203
2025-06-01,S028,P007,132,150,78,0,204
2025-06-01,S028,P008,153,30,61,3,119
2025-06-01,S028,P009,223,153,53,3,320
2025-06-01,S028,P010,158,84,2,3,237
2025-06-01,S028,P011,240,97,195,3,139
2025-06-01,S028,P012,248,1,93,2,154
2025-06-01,S028,P013,73,47,56,2,62
2025-06-01,S028,P014,49,22,54,0,17
2025-06-01,S028,P015,61,73,18,0,116
2025-06-01,S028,P016,35,150,39,1,145
2025-06-01,S028,P017,174,64,26,0,212
2025-06-01,S028,P018,79,159,60,0,178
2025-06-01,S028,P019,221,131,152,2,198
2025-06-01,S028,P020,59,1,11,1,48
2025-06-01,S029,P001,191,141,74,3,255
2025-06-01,S029,P002,220,85,224,1,80
2025-06-01,S029,P003,169,124,35,3,255
2025-06-01,S029,P004,55,102,156,0,1
2025-06-01,S029,P005,174,29,142,0,61
2025-06-01,S029,P006,194,84,218,0,60
2025-06-01,S029,P007,112,73,74,2,109
2025-06-01,S029,P008,182,132,69,0,245
2025-06-01,S029,P009,117,34,131,0,20
2025-06-01,S029,P010,170,20,10,3,177
2025-06-01,S029,P011,72,88,126,0,34
2025-06-01,S029,P012,237,30,155,0,112
2025-06-01,S029,P013,117,102,47,0,172
2025-06-01,S029,P014,199,174,102,2,269
2025-06-01,S029,P015,237,171,161,0,247
2025-06-01,S029,P016,30,1,5,2,24
2025-06-01,S029,P017,201,138,207,0,132
2025-06-01,S029,P018,153,60,143,1,69
2025-06-01,S029,P019,180,146,215,1,110
2025-06-01,S029,P020,175,153,214,1,113
2025-06-01,S030,P001,134,125,186,3,70
2025-06-01,S030,P002,249,140,279,0,110
2025-06-01,S030,P003,197,159,191,3,162
2025-06-01,S030,P004,240,130,172,0,198
2025-06-01,S030,P005,177,118,112,2,181
2025-06-01,S030,P006,140,119,230,3,26
2025-06-01,S030,P007,163,17,157,0,23
2025-06-01,S030,P008,79,106,71,0,114
2025-06-01,S030,P009,42,8,43,2,5
2025-06-01,S030,P010,212,132,247,0,97
2025-06-01,S030,P011,24,97,48,2,71
2025-06-01,S030,P012,119,90,6,0,203
2025-06-01,S030,P013,133,8,73,3,65
2025-06-01,S030,P014,52,65,54,0,63
2025-06-01,S030,P015,109,168,149,1,127
2025-06-01,S030,P016,38,54,19,3,70
2025-06-01,S030,P017,181,94,135,2,138
2025-06-01,S030,P018,237,91,3,0,325
2025-06-01,S030,P019,33,172,99,3,103
2025-06-01,S030,P020,199,46,39,0,206
2025-06-01,S031,P001,78,70,113,0,35
2025-06-01,S031,P002,177,127,170,0,134
2025-06-01,S031,P003,208,18,153,2,71
2025-06-01,S031,P004,118,52,25,0,145
2025-06-01,S031,P005,249,105,228,1,125
2025-06-01,S031,P006,240,14,14,0,240
2025-06-01,S031,P007,59,68,124,1,2
2025-06-01,S031,P008,204,10,84,0,130
2025-06-01,S031,P009,50,26,32,3,41
2025-06-01,S031,P010,166,1,54,2,111
2025-06-01,S031,P011,161,8,67,0,102
2025-06-01,S031,P012,74,73,133,1,13
2025-06-01,S031,P013,240,171,63,2,346
2025-06-01,S031,P014,73,45,62,0,56
2025-06-01,S031,P015,90,131,219,2,0
2025-06-01,S031,P016,61,69,59,0,71
2025-06-01,S031,P017,33,32,64,3,0
2025-06-01,S031,P018,232,93,1272,0,7
2025-06-01,S031,P019,107,46,112,0,41
2025-06-01,S031,P020,65,161,65,2,159
2025-06-01,S032,P001,87,127,22,3,189
2025-06-01,S032,P002,38,3,29,3,9
2025-06-01,S032,P003,33,100,113,1,19
2025-06-01,S032,P004,207,109,115,0,201
2025-06-01,S032,P005,85,66,13,0,138
2025-06-01,S032,P006,244,145,50,0,339
2025-06-01,S032,P007,129,9,128,3,7
2025-06-01,S032,P008,170,148,68,3,247
2025-06-01,S032,P009,150,57,46,3,158
2025-06-01,S032,P010,118,145,92,3,168
2025-06-01,S032,P011,224,78,85,0,217
2025-06-01,S032,P012,216,116,256,0,76
2025-06-01,S032,P013,201,143,12,0,332
2025-06-01,S032,P014,46,6,32,0,20
2025-06-01,S032,P015,229,111,233,0,107
2025-06-01,S032,P016,93,76,41,0,128
2025-06-01,S032,P017,240,27,265,2,0
2025-06-01,S032,P018,106,113,114,2,103
2025-06-01,S032,P019,245,159,356,0,48
2025-06-01,S032,P020,210,137,136,3,208
2025-06-01,S033,P001,208,87,295,0,0
2025-06-01,S033,P002,217,90,166,0,141
2025-06-01,S033,P003,242,44,214,0,72
2025-06-01,S033,P004,184,68,213,0,39
2025-06-01,S033,P005,136,91,90,2,135
2025-06-01,S033,P006,70,106,90,0,86
2025-06-01,S033,P007,40,2,5,1,36
2025-06-01,S033,P008,150,136,87,1,198
2025-06-01,S033,P009,230,99,70,0,259
2025-06-01,S033,P010,61,78,114,0,25
2025-06-01,S033,P011,87,85,128,1,43
2025-06-01,S033,P012,32,99,113,3,15
2025-06-01,S033,P013,193,144,2,0,335
2025-06-01,S033,P014,22,11,31,0,2
2025-06-01,S033,P015,161,179,270,2,68
2025-06-01,S033,P016,120,122,1,0,241
2025-06-01,S033,P017,197,57,88,2,164
2025-06-01,S033,P018,208,160,336,2,30
2025-06-01,S033,P019,85,92,92,2,83
2025-06-01,S033,P020,191,9,49,0,151
2025-06-01,S034,P001,50,43,76,3,14
2025-06-01,S034,P002,125,33,8,1,149
2025-06-01,S034,P003,244,173,412,1,4
2025-06-01,S034,P004,102,137,109,0,130
2025-06-01,S034,P005,164,104,58,2,208
2025-06-01,S034,P006,118,38,144,1,11
2025-06-01,S034,P007,116,73,24,3,162
2025-06-01,S034,P008,83,57,101,2,37
2025-06-01,S034,P009,231,176,246,0,161
2025-06-01,S034,P010,37,130,127,0,40
2025-06-01,S034,P011,157,100,106,1,150
2025-06-01,S034,P012,246,80,166,1,159
2025-06-01,S034,P013,210,147,59,0,298
2025-06-01,S034,P014,185,60,167,0,78
2025-06-01,S034,P015,44,46,6,1,83
2025-06-01,S034,P016,181,54,185,3,47
2025-06-01,S034,P017,172,143,216,2,97
2025-06-01,S034,P018,132,160,235,0,57
2025-06-01,S034,P019,185,172,217,2,138
2025-06-01,S034,P020,81,166,67,0,180
2025-06-01,S035,P001,124,13,43,2,92
2025-06-01,S035,P002,76,110,164,1,21
2025-06-01,S035,P003,195,162,71,0,286
2025-06-01,S035,P004,167,0,155,0,12
2025-06-01,S035,P005,29,1,21,3,6
2025-06-01,S035,P006,169,176,8,0,337
2025-06-01,S035,P007,81,114,156,3,36
2025-06-01,S035,P008,203,51,198,0,56
2025-06-01,S035,P009,204,80,147,0,137
2025-06-01,S035,P010,190,123,47,0,266
2025-06-01,S035,P011,250,114,353,2,9
2025-06-01,S035,P012,124,147,116,0,155
2025-06-01,S035,P013,131,128,173,3,83
2025-06-01,S035,P014,200,5,60,0,145
2025-06-01,S035,P015,177,95,86,3,183
2025-06-01,S035,P016,35,46,73,0,8
2025-06-01,S035,P017,59,49,90,0,18
2025-06-01,S035,P018,225,30,190,2,63
2025-06-01,S035,P019,33,131,52,2,110
2025-06-01,S035,P020,182,166,221,1,126
2025-07-01,S001,P001,31,17,44,0,4
2025-07-01,S001,P002,215,23,202,0,36
2025-07-01,S001,P003,94,179,20,0,253
2025-07-01,S001,P004,101,77,38,0,140
2025-07-01,S001,P005,20,20,27,0,13
2025-07-01,S001,P006,158,119,198,1,78
2025-07-01,S001,P007,59,63,111,0,11
2025-07-01,S001,P008,155,130,56,1,228
2025-07-01,S001,P009,80,102,112,0,70
2025-07-01,S001,P010,191,63,25,3,226
2025-07-01,S001,P011,215,167,180,2,200
2025-07-01,S001,P012,61,29,51,3,36
2025-07-01,S001,P013,171,62,93,2,138
2025-07-01,S001,P014,183,105,126,0,162
2025-07-01,S001,P015,105,22,76,-1,49
2025-07-01,S001,P016,231,156,48,2,337
2025-07-01,S001,P017,41,40,73,0,8
2025-07-01,S001,P018,131,79,206,2,2
2025-07-01,S001,P019,79,169,140,0,108
2025-07-01,S001,P020,201,60,157,2,102
2025-07-01,S002,P001,146,28,27,0,147
2025-07-01,S002,P002,99,90,57,0,132
2025-07-01,S002,P003,80,35,43,3,69
2025-07-01,S002,P004,123,71,108,0,86
2025-07-01,S002,P005,207,87,262,2,30
2025-07-01,S002,P006,211,71,176,0,106
2025-07-01,S002,P007,65,97,74,0,88
2025-07-01,S002,P008,220,17,213,1,23
2025-07-01,S002,P009,23,29,43,2,7
2025-07-01,S002,P010,90,10,54,0,46
2025-07-01,S002,P011,170,54,47,1,176
2025-07-01,S002,P012,67,7,34,0,40
2025-07-01,S002,P013,71,79,71,0,79
2025-07-01,S002,P014,123,172,231,0,64
2025-07-01,S002,P015,94,106,73,0,127
2025-07-01,S002,P016,157,159,49,1,266
2025-07-01,S002,P017,101,79,118,0,62
2025-07-01,S002,P018,155,167,86,2,234
2025-07-01,S002,P019,199,113,110,0,202
2025-07-01,S002,P020,89,170,28,3,228
2025-07-01,S003,P001,225,154,30,0,349
2025-07-01,S003,P002,62,44,46,0,60
2025-07-01,S003,P003,56,35,54,2,35
2025-07-01,S003,P004,189,122,56,1,254
2025-07-01,S003,P005,25,1,23,1,2
2025-07-01,S003,P006,109,126,216,1,18
2025-07-01,S003,P007,114,21,48,3,84
2025-07-01,S003,P008,190,16,157,0,49
2025-07-01,S003,P009,50,176,82,0,144
2025-07-01,S003,P010,177,98,47,0,228
2025-07-01,S003,P011,55,159,153,2,59
2025-07-01,S003,P012,62,55,51,0,66
2025-07-01,S003,P013,38,151,103,0,86
2025-07-01,S003,P014,33,166,184,0,15
2025-07-01,S003,P015,168,104,119,2,151
2025-07-01,S003,P016,159,147,247,0,59
2025-07-01,S003,P017,184,78,253,1,8
2025-07-01,S003,P018,197,83,109,3,168
2025-07-01,S003,P019,196,78,2,0,272
2025-07-01,S003,P020,250,20,104,1,165
2025-07-01,S004,P001,181,38,216,2,1
2025-07-01,S004,P002,185,15,126,0,74
2025-07-01,S004,P003,199,134,228,3,102
2025-07-01,S004,P004,201,121,295,0,27
2025-07-01,S004,P005,70,12,23,0,59
2025-07-01,S004,P006,41,147,116,3,69
2025-07-01,S004,P007,150,144,20,0,274
2025-07-01,S004,P008,79,125,156,3,45
2025-07-01,S004,P009,119,140,236,1,22
2025-07-01,S004,P010,144,162,270,2,34
2025-07-01,S004,P011,212,84,108,0,-10
2025-07-01,S004,P012,219,11,204,3,23
2025-07-01,S004,P013,78,46,48,2,74
2025-07-01,S004,P014,112,169,185,2,94
2025-07-01,S004,P015,119,110,225,1,3
2025-07-01,S004,P016,64,177,229,3,9
2025-07-01,S004,P017,151,167,146,0,172
2025-07-01,S004,P018,242,129,329,0,42
2025-07-01,S004,P019,62,177,118,3,118
2025-07-01,S004,P020,186,176,345,0,17
2025-07-01,S005,P001,28,145,94,2,77
2025-07-01,S005,P002,113,59,97,2,73
2025-07-01,S005,P003,100,144,10,2,232
2025-07-01,S005,P004,76,6,60,1,21
2025-07-01,S005,P005,39,152,17,0,174
2025-07-01,S005,P006,200,130,160,2,168
2025-07-01,S005,P007,90,111,102,2,97
2025-07-01,S005,P008,160,169,101,2,226
2025-07-01,S005,P009,54,8,62,0,0
2025-07-01,S005,P010,133,98,135,0,96
2025-07-01,S005,P011,127,70,53,3,141
2025-07-01,S005,P012,22,21,36,3,4
2025-07-01,S005,P013,221,30,164,0,87
2025-07-01,S005,P014,129,154,202,0,81
2025-07-01,S005,P015,147,89,45,0,191
2025-07-01,S005,P016,51,141,31,0,161
2025-07-01,S005,P017,242,11,95,0,158
2025-07-01,S005,P018,30,60,25,1,64
2025-07-01,S005,P019,99,106,1,2,202
2025-07-01,S005,P020,23,35,25,3,30
2025-07-01,S006,P001,138,69,53,2,152
2025-07-01,S006,P002,142,21,73,3,87
2025-07-01,S006,P003,229,167,94,0,302
2025-07-01,S006,P004,178,41,183,2,34
2025-07-01,S006,P005,175,30,26,1,178
2025-07-01,S006,P006,240,107,259,2,86
2025-07-01,S006,P007,232,158,181,-1,209
2025-07-01,S006,P008,56,84,28,1,111
2025-07-01,S006,P009,135,121,107,2,147
2025-07-01,S006,P010,74,171,5,0,240
2025-07-01,S006,P011,226,158,24,1,359
2025-07-01,S006,P012,22,138,67,3,90
2025-07-01,S006,P013,208,116,292,3,29
2025-07-01,S006,P014,88,49,81,1,55
2025-07-01,S006,P015,95,93,65,3,120
2025-07-01,S006,P016,157,70,144,3,80
2025-07-01,S006,P017,41,18,28,3,28
2025-07-01,S006,P018,131,108,194,3,42
2025-07-01,S006,P019,75,145,132,0,88
2025-07-01,S006,P020,148,20,2,0,166
2025-07-01,S007,P001,240,94,236,0,98
2025-07-01,S007,P002,50,123,143,1,29
2025-07-01,S007,P003,98,25,61,0,62
2025-07-01,S007,P004,84,104,178,3,7
2025-07-01,S007,P005,210,167,47,0,330
2025-07-01,S007,P006,203,30,50,2,181
2025-07-01,S007,P007,197,171,349,3,16
2025-07-01,S007,P008,137,80,200,3,14
2025-07-01,S007,P009,96,23,61,0,58
2025-07-01,S007,P010,33,72,9,0,96
2025-07-01,S007,P011,52,140,80,0,112
2025-07-01,S007,P012,112,155,104,0,163
2025-07-01,S007,P013,160,85,14,1,230
2025-07-01,S007,P014,150,124,261,3,10
2025-07-01,S007,P015,117,47,89,1,74
2025-07-01,S007,P016,142,128,0,0,270
2025-07-01,S007,P017,181,98,268,1,10
2025-07-01,S007,P018,97,10,11,3,93
2025-07-01,S007,P019,98,81,2,0,177
2025-07-01,S007,P020,98,14,19,2,91
2025-07-01,S008,P001,25,176,169,2,30
2025-07-01,S008,P002,77,37,16,0,98
2025-07-01,S008,P003,183,171,224,0,130
2025-07-01,S008,P004,119,126,86,0,159
2025-07-01,S008,P005,91,71,134,0,28
2025-07-01,S008,P006,181,178,18,0,341
2025-07-01,S008,P007,243,1,222,1,21
2025-07-01,S008,P008,181,165,284,1,61
2025-07-01,S008,P009,42,104,133,0,13
2025-07-01,S008,P010,85,125,38,2,170
2025-07-01,S008,P011,104,176,184,2,94
2025-07-01,S008,P012,21,131,134,0,18
2025-07-01,S008,P013,98,130,160,0,68
2025-07-01,S008,P014,163,67,125,2,103
2025-07-01,S008,P015,189,151,166,0,174
2025-07-01,S008,P016,20,136,29,0,127
2025-07-01,S008,P017,129,177,297,1,8
2025-07-01,S008,P018,53,52,42,0,63
2025-07-01,S008,P019,162,56,213,2,3
2025-07-01,S008,P020,118,10,28,1,99
2025-07-01,S009,P001,23,82,25,1,79
2025-07-01,S009,P002,213,122,117,3,215
2025-07-01,S009,P003,148,69,20,0,197
2025-07-01,S009,P004,177,115,246,2,44
2025-07-01,S009,P005,171,77,39,1,208
2025-07-01,S009,P006,204,104,100,0,208
2025-07-01,S009,P007,120,13,126,1,6
2025-07-01,S009,P008,172,14,88,0,98
2025-07-01,S009,P009,233,42,206,0,69
2025-07-01,S009,P010,196,71,83,0,184
2025-07-01,S009,P011,202,15,21,0,196
2025-07-01,S009,P012,160,131,106,0,185
2025-07-01,S009,P013,102,5,47,2,58
2025-07-01,S009,P014,61,159,84,1,135
2025-07-01,S009,P015,223,86,148,2,159
2025-07-01,S009,P016,92,46,70,3,65
2025-07-01,S009,P017,121,31,130,0,22
2025-07-01,S009,P018,204,5,22,1,186
2025-07-01,S009,P019,93,169,92,2,168
2025-07-01,S009,P020,66,162,157,0,-10
2025-07-01,S010,P001,231,24,163,0,92
2025-07-01,S010,P002,242,94,169,3,164
2025-07-01,S010,P003,47,76,91,1,31
2025-07-01,S010,P004,189,38,76,3,148
2025-07-01,S010,P005,26,1,18,0,9
2025-07-01,S010,P006,92,109,128,0,73
2025-07-01,S010,P007,223,29,184,3,65
2025-07-01,S010,P008,139,134,99,0,174
2025-07-01,S010,P009,124,112,187,2,47
2025-07-01,S010,P010,154,65,102,0,117
2025-07-01,S010,P011,40,104,129,1,14
2025-07-01,S010,P012,83,110,92,0,101
2025-07-01,S010,P013,112,141,90,3,160
2025-07-01,S010,P014,77,12,69,1,19
2025-07-01,S010,P015,193,80,146,1,126
2025-07-01,S010,P016,120,179,139,2,158
2025-07-01,S010,P017,233,101,76,0,258
2025-07-01,S010,P018,233,140,203,3,167
2025-07-01,S010,P019,101,176,96,0,181
2025-07-01,S010,P020,184,60,59,2,183
2025-07-01,S011,P001,211,128,106,3,230
2025-07-01,S011,P002,171,97,119,1,148
2025-07-01,S011,P003,48,66,39,0,75
2025-07-01,S011,P004,148,160,243,0,65
2025-07-01,S011,P005,44,156,102,0,98
2025-07-01,S011,P006,39,1,35,0,5
2025-07-01,S011,P007,63,107,126,0,44
2025-07-01,S011,P008,158,24,74,0,108
2025-07-01,S011,P009,189,141,159,3,168
2025-07-01,S011,P010,180,82,52,2,208
2025-07-01,S011,P011,174,122,144,1,151
2025-07-01,S011,P012,175,146,90,0,231
2025-07-01,S011,P013,206,107,232,1,80
2025-07-01,S011,P014,100,48,42,1,105
2025-07-01,S011,P015,166,23,150,2,37
